Shipment_ID,Shipment_Date,Region,Transport_Mode,Priority,Distance_km,Shipment_Volume_kg,Warehouse_Processing_Hours,Traffic_Level,Weather_Condition,Delivery_Time_Hours
SHP-00307,2025-06-25,North,Sea,Standard,317,232.75,3.97,High,Clear,16.42
SHP-00308,2025-01-22,West,Road,Standard,2266,247.42,3.88,High,Clear,56.9
SHP-00309,2025-08-26,North,Road,Standard,1812,438.5,2.24,Medium,Rain,42.26
SHP-00310,2025-06-07,East,Road,Standard,2130,390.62,0.57,High,Clear,51.14
SHP-00311,2025-02-07,West,Road,Standard,426,309.99,2.67,High,Clear,23.78
SHP-00312,2025-08-18,North,Road,Standard,1635,184.14,6.73,High,Clear,44.71
SHP-00313,2025-12-31,North,Road,Standard,1513,370.88,2.01,High,Storm,44.23
SHP-00314,2025-02-20,North,Air,Standard,2490,421.17,2.5,Low,Clear,15.89
SHP-00315,2025-09-21,South,Sea,Express,538,61.0,5.25,Low,Clear,21.59
SHP-00316,2025-10-10,North,Road,Standard,771,246.69,2.43,High,Clear,28.95
SHP-00317,2025-01-27,East,Road,Standard,995,21.29,2.74,High,Clear,31.11
SHP-00318,2025-08-14,North,Sea,Standard,2136,340.94,5.33,High,Clear,72.9
SHP-00319,2025-10-04,South,Road,Standard,1685,97.62,0.56,Low,Storm,45.35
SHP-00320,2025-10-13,West,Road,Standard,1090,355.77,1.3,Medium,Rain,33.32
SHP-00321,2025-04-07,West,Road,Standard,2323,227.3,9.32,Low,Clear,50.35
SHP-00322,2025-10-11,East,Rail,Express,2164,320.46,5.3,Medium,Rain,45.97
SHP-00323,2025-11-13,South,Road,Express,1727,670.5,5.75,Low,Clear,39.81
SHP-00324,2025-10-31,East,Sea,Standard,2932,118.55,3.9,Low,Clear,93.22
SHP-00325,2025-05-27,East,Road,Standard,1048,229.27,4.22,Low,Storm,37.08
SHP-00326,2025-01-04,South,Rail,Standard,1827,272.18,2.06,Medium,Clear,32.85
SHP-00327,2025-02-04,North,Road,Standard,2334,84.14,10.5,Medium,Clear,59.3
SHP-00328,2025-07-11,West,Rail,Standard,1006,446.52,2.66,Low,Storm,26.71
SHP-00329,2025-02-18,South,Air,Standard,1639,611.72,5.86,Medium,Clear,12.85
SHP-00330,2025-01-17,North,Air,Standard,1211,287.53,2.31,Low,Rain,9.71
SHP-00331,2025-06-21,South,Air,Standard,2570,717.78,2.01,High,Storm,28.35
SHP-00332,2025-08-08,South,Rail,Standard,1918,368.16,3.18,Medium,Clear,34.0
SHP-00333,2025-06-07,West,Sea,Express,602,270.98,3.92,Medium,Clear,28.68
SHP-00334,2025-02-15,East,Air,Standard,1683,460.99,6.99,High,Clear,25.11
SHP-00335,2025-01-06,West,Air,Express,744,225.62,14.5,Medium,Clear,20.99
SHP-00336,2025-04-09,North,Road,Express,366,211.11,1.58,Medium,Clear,11.53
SHP-00337,2025-08-21,South,Road,Standard,2695,363.04,4.92,Medium,Rain,62.51
SHP-00338,2025-02-06,South,Road,Standard,817,809.98,3.42,High,Clear,24.55
SHP-00339,2025-10-07,North,Air,Standard,2983,116.11,0.7,Low,Clear,18.13
SHP-00340,2025-12-15,North,Road,Express,2658,81.47,7.95,High,Clear,61.55
SHP-00341,2025-10-29,West,Road,Express,2021,314.86,2.45,High,Clear,47.06
SHP-00342,2025-06-30,North,Sea,Standard,2355,30.34,2.35,Medium,Rain,82.16
SHP-00343,2025-04-05,East,Sea,Standard,1553,180.91,7.95,Medium,Clear,55.79
SHP-00344,2025-04-09,North,Sea,Express,2854,236.85,3.11,Medium,Rain,88.85
SHP-00345,2025-07-07,North,Road,Standard,172,161.89,6.55,Low,Clear,13.76
SHP-00346,2025-04-26,North,Air,Express,2439,582.84,2.74,Low,Clear,9.75
SHP-00347,2025-07-10,West,Road,Express,1918,559.45,4.49,High,Clear,44.82
SHP-00348,2025-09-10,West,Road,Standard,1721,771.76,2.97,Medium,Clear,42.45
SHP-00349,2025-06-10,West,Road,Standard,1132,251.02,1.78,Medium,Clear,27.62
SHP-00350,2025-09-13,South,Road,Standard,1778,281.59,4.58,High,Clear,49.61
SHP-00351,2025-11-19,North,Road,Standard,2357,168.76,5.26,Medium,Storm,54.52
SHP-00352,2025-05-08,East,Air,Standard,2046,510.8,3.25,Low,Clear,18.89
SHP-00353,2025-01-18,South,Road,Express,2192,60.04,0.57,Medium,Storm,51.86
SHP-00354,2025-10-08,West,Air,Express,1198,184.25,1.33,Medium,Clear,6.86
SHP-00355,2025-08-11,North,Rail,Express,2138,522.25,2.22,Low,Clear,31.72
SHP-00356,2025-02-23,South,Road,Standard,1964,218.59,7.57,High,Clear,44.97
SHP-00357,2025-02-27,North,Rail,Express,303,160.83,3.13,Low,Clear,6.03
SHP-00358,2025-11-19,South,Road,Express,56,135.34,7.49,Medium,Rain,15.48
SHP-00359,2025-12-26,East,Rail,Standard,2825,115.83,6.07,Low,Clear,50.42
SHP-00360,2025-06-23,South,Road,Standard,2166,162.49,2.35,Medium,Clear,51.38
SHP-00361,2025-10-07,South,Road,Standard,591,340.21,3.71,Medium,Clear,18.68
SHP-00362,2025-04-24,South,Road,Express,138,251.94,5.34,Medium,Clear,12.51
SHP-00363,2025-10-15,South,Rail,Standard,1988,608.49,1.85,High,Rain,40.05
SHP-00364,2025-12-08,West,Sea,Express,262,62.6,5.09,Low,Clear,10.3
SHP-00365,2025-05-31,West,Road,Standard,2931,144.83,4.71,High,Rain,68.02
SHP-00366,2025-05-07,West,Air,Express,315,84.66,1.77,Medium,Clear,3.81
SHP-00367,2025-06-04,West,Air,Standard,2390,133.83,4.43,High,Storm,22.16
SHP-00368,2025-09-30,South,Sea,Standard,1280,149.54,3.03,Medium,Rain,47.02
SHP-00369,2025-04-14,East,Air,Standard,2430,344.06,1.1,Low,Clear,15.26
SHP-00370,2025-10-26,South,Rail,Standard,1054,375.91,2.22,Low,Clear,26.09
SHP-00371,2025-09-03,North,Air,Express,2144,356.78,2.17,High,Storm,24.12
SHP-00372,2025-06-25,West,Sea,Standard,671,437.62,8.39,High,Clear,39.08
SHP-00373,2025-02-08,North,Road,Standard,476,483.12,1.35,Medium,Rain,20.55
SHP-00374,2025-06-19,West,Road,Standard,259,325.45,2.01,Medium,Clear,14.0
SHP-00375,2025-09-04,South,Road,Standard,937,416.27,4.17,Medium,Clear,23.6
SHP-00376,2025-01-26,East,Air,Standard,1493,200.95,3.37,High,Rain,20.26
SHP-00377,2025-12-21,East,Air,Standard,203,74.25,2.83,High,Clear,14.7
SHP-00378,2025-11-02,West,Road,Express,464,141.57,2.8,High,Clear,21.42
SHP-00379,2025-01-13,East,Rail,Standard,1230,596.81,5.78,High,Clear,34.86
SHP-00380,2025-11-12,East,Rail,Express,1334,96.48,1.8,High,Clear,31.27
SHP-00381,2025-11-09,North,Road,Express,818,183.65,1.43,Low,Rain,16.62
SHP-00382,2025-02-05,East,Sea,Standard,1032,82.03,0.56,High,Storm,45.05
SHP-00383,2025-06-22,North,Road,Standard,1561,455.83,2.31,Medium,Rain,40.09
SHP-00384,2025-01-20,East,Road,Standard,628,234.93,1.16,High,Clear,26.12
SHP-00385,2025-11-17,East,Rail,Express,2837,187.07,2.61,Medium,Clear,46.33
SHP-00386,2025-09-21,East,Air,Express,2260,31.17,0.74,Low,Rain,12.39
SHP-00387,2025-05-22,North,Road,Standard,1088,244.79,2.58,Medium,Clear,30.15
SHP-00388,2025-05-23,North,Air,Express,2292,494.43,3.96,Medium,Clear,10.97
SHP-00389,2025-04-02,East,Rail,Standard,591,382.05,3.15,Low,Storm,27.7
SHP-00390,2025-12-20,North,Road,Express,408,145.39,4.82,Medium,Clear,11.61
SHP-00391,2025-11-18,North,Road,Express,899,114.72,6.42,Medium,Clear,18.58
SHP-00392,2025-10-15,North,Rail,Standard,476,262.51,3.89,Medium,Clear,16.14
SHP-00393,2025-08-03,West,Road,Standard,2594,59.12,3.2,Medium,Clear,61.05
SHP-00394,2025-12-08,East,Sea,Standard,2925,350.06,4.25,Low,Clear,94.54
SHP-00395,2025-02-20,South,Air,Standard,535,90.9,3.98,High,Storm,22.66
SHP-00396,2025-06-02,South,Sea,Express,1881,119.67,5.37,High,Clear,64.57
SHP-00397,2025-07-05,South,Road,Standard,1522,116.66,3.35,Low,Clear,34.9
SHP-00398,2025-03-04,West,Sea,Standard,1486,392.36,1.25,High,Rain,50.65
SHP-00399,2025-07-09,East,Road,Standard,379,108.04,6.23,Medium,Clear,11.95
SHP-00400,2025-05-05,North,Road,Express,1805,118.22,0.78,Low,Clear,35.67
SHP-00401,2025-05-30,North,Road,Standard,2986,633.33,5.09,Medium,Clear,69.0
SHP-00402,2025-11-10,North,Road,Standard,1220,366.46,4.19,Medium,Rain,34.91
SHP-00403,2025-02-27,East,Air,Standard,308,262.31,4.26,Medium,Clear,13.49
SHP-00404,2025-12-08,West,Rail,Express,2389,260.95,3.41,High,Clear,48.13
SHP-00405,2025-11-01,North,Road,Express,192,29.53,1.95,Medium,Clear,8.98
SHP-00406,2025-06-29,North,Rail,Standard,2066,283.63,3.01,Low,Clear,36.33
SHP-00407,2025-06-19,North,Road,Standard,2844,553.69,6.78,High,Clear,64.17
SHP-00408,2025-11-22,West,Rail,Standard,676,118.11,4.35,Low,Rain,25.96
SHP-00409,2025-09-28,South,Road,Standard,1438,30.18,4.38,Medium,Clear,37.56
SHP-00410,2025-02-23,West,Air,Standard,139,87.55,6.89,Low,Rain,9.73
SHP-00411,2025-04-11,East,Air,Express,769,60.24,7.38,Medium,Clear,8.68
SHP-00412,2025-09-21,South,Rail,Standard,530,298.8,5.24,Medium,Clear,22.21
SHP-00413,2025-02-22,North,Road,Express,2181,358.88,9.94,Low,Clear,46.04
SHP-00414,2025-03-01,North,Road,Standard,1150,372.31,4.33,Medium,Storm,42.28
SHP-00415,2025-04-18,East,Air,Express,722,154.48,5.23,Low,Rain,2.79
SHP-00416,2025-01-05,West,Road,Express,566,500.0,5.95,Medium,Storm,29.07
SHP-00417,2025-04-13,East,Road,Standard,2582,30.27,7.16,Medium,Rain,62.82
SHP-00418,2025-07-15,East,Road,Standard,1663,140.53,1.66,Low,Rain,39.55
SHP-00419,2025-09-19,North,Rail,Standard,831,175.22,1.17,High,Clear,21.49
SHP-00420,2025-12-31,West,Rail,Standard,2201,371.69,1.31,Low,Clear,43.46
SHP-00421,2025-12-16,West,Air,Standard,2085,61.86,2.32,Low,Clear,15.7
SHP-00422,2025-02-16,South,Road,Standard,2436,241.59,6.08,Medium,Clear,53.0
SHP-00423,2025-12-21,West,Road,Express,736,450.41,2.75,Medium,Clear,14.26
SHP-00424,2025-11-07,East,Air,Standard,1639,403.99,3.03,Medium,Clear,15.87
SHP-00425,2025-11-04,East,Air,Express,949,145.67,1.17,Low,Clear,6.76
SHP-00426,2025-05-24,East,Road,Standard,1551,324.78,1.27,High,Clear,35.08
SHP-00427,2025-09-26,West,Rail,Express,2704,156.07,2.27,Medium,Clear,43.7
SHP-00428,2025-05-04,East,Road,Standard,272,160.44,1.88,Low,Clear,10.37
SHP-00429,2025-04-16,North,Sea,Express,1126,208.51,5.3,Medium,Storm,45.49
SHP-00430,2025-06-07,South,Road,Standard,1150,670.5,1.16,High,Clear,34.46
SHP-00431,2025-05-27,West,Sea,Standard,1791,654.92,1.39,Medium,Clear,63.97
SHP-00432,2025-05-25,North,Air,Standard,552,440.86,3.97,Low,Rain,14.71
SHP-00433,2025-04-30,South,Rail,Standard,1389,92.08,2.78,Medium,Clear,26.4
SHP-00434,2025-11-15,South,Road,Standard,2919,436.86,2.62,Low,Clear,61.8
SHP-00435,2025-10-02,South,Rail,Standard,673,209.58,6.03,Medium,Clear,21.14
SHP-00436,2025-04-02,East,Road,Standard,1936,353.21,2.67,High,Clear,43.74
SHP-00437,2025-02-27,West,Road,Express,2262,134.77,3.33,Medium,Clear,48.32
SHP-00438,2025-12-12,North,Air,Standard,1100,390.35,2.28,Medium,Clear,17.53
SHP-00439,2025-08-17,North,Sea,Standard,1143,402.58,3.03,High,Clear,44.63
SHP-00440,2025-04-27,North,Rail,Express,2035,267.21,5.41,Medium,Rain,33.75
SHP-00441,2025-11-14,West,Air,Standard,1438,360.3,2.48,Medium,Clear,13.58
SHP-00442,2025-10-06,East,Road,Standard,1379,353.92,3.68,Low,Clear,30.22
SHP-00443,2025-05-07,South,Road,Standard,1197,143.3,2.51,Medium,Clear,32.95
SHP-00444,2025-05-09,West,Road,Express,68,573.89,0.54,Medium,Clear,7.38
SHP-00445,2025-02-27,West,Rail,Express,1330,183.52,1.92,Medium,Rain,25.5
SHP-00446,2025-05-02,West,Sea,Express,1095,58.61,2.24,High,Clear,38.36
SHP-00447,2025-01-01,West,Air,Standard,1038,562.03,3.31,High,Rain,17.45
SHP-00448,2025-08-27,North,Road,Express,2547,255.11,4.74,Medium,Clear,53.27
SHP-00449,2025-10-17,East,Road,Standard,2649,392.41,2.85,Medium,Rain,57.57
SHP-00450,2025-04-06,South,Rail,Standard,1623,244.61,2.45,Medium,Clear,27.73
SHP-00451,2025-05-06,West,Road,Standard,1121,63.19,3.85,Low,Clear,31.58
SHP-00452,2025-04-28,East,Air,Standard,2792,186.45,3.21,Medium,Rain,19.84
SHP-00453,2025-02-17,West,Air,Standard,2684,244.87,1.15,High,Rain,21.98
SHP-00454,2025-03-30,East,Rail,Standard,2818,402.66,7.51,Medium,Clear,54.35
SHP-00455,2025-08-25,North,Road,Standard,1256,266.4,2.57,High,Storm,41.13
SHP-00456,2025-09-29,East,Road,Standard,1508,186.17,3.21,Low,Clear,32.08
SHP-00457,2025-07-08,West,Road,Express,2204,196.0,0.97,Medium,Clear,39.37
SHP-00458,2025-07-11,West,Road,Standard,1261,384.84,6.26,Medium,Clear,32.73
SHP-00459,2025-03-10,North,Road,Express,825,420.96,2.34,Medium,Rain,23.57
SHP-00460,2025-10-05,North,Air,Standard,1909,104.7,8.01,High,Storm,25.34
SHP-00461,2025-12-15,North,Air,Express,1916,258.44,3.1,High,Clear,14.03
SHP-00462,2025-09-04,East,Road,Standard,1210,413.53,4.56,Low,Clear,37.92
SHP-00463,2025-03-17,West,Road,Standard,1931,663.69,2.49,Low,Clear,37.24
SHP-00464,2025-06-03,North,Road,Standard,2995,554.62,1.23,Low,Clear,58.44
SHP-00465,2025-05-24,South,Road,Standard,2433,69.15,4.16,Medium,Clear,59.65
SHP-00466,2025-03-27,West,Air,Express,2704,237.67,4.14,Medium,Clear,15.64
SHP-00467,2025-07-04,East,Road,Standard,2935,67.63,0.5,Medium,Clear,58.72
SHP-00468,2025-10-12,East,Road,Standard,1830,631.5,1.13,Medium,Clear,45.57
SHP-00469,2025-08-08,East,Road,Express,651,281.49,6.17,Medium,Clear,21.05
SHP-00470,2025-03-10,South,Sea,Standard,1644,419.63,2.35,High,Rain,59.82
SHP-00471,2025-02-16,South,Rail,Standard,2500,114.1,4.92,Medium,Clear,46.65
SHP-00472,2025-04-04,East,Road,Standard,589,146.23,10.31,Medium,Clear,23.69
SHP-00473,2025-08-26,East,Rail,Standard,1145,309.89,4.3,Low,Clear,22.49
SHP-00474,2025-07-23,West,Air,Standard,1855,526.75,3.14,Medium,Clear,15.29
SHP-00475,2025-08-06,East,Sea,Standard,73,45.35,1.91,Medium,Clear,7.55
SHP-00476,2025-12-07,West,Road,Express,673,487.5,3.86,Medium,Rain,21.19
SHP-00477,2025-02-08,North,Sea,Standard,1885,283.6,4.15,High,Storm,73.46
SHP-00478,2025-04-10,South,Sea,Standard,1129,36.98,3.36,High,Rain,48.89
SHP-00479,2025-10-16,North,Sea,Standard,1035,386.62,5.04,High,Clear,46.32
SHP-00480,2025-09-11,North,Rail,Express,272,402.41,1.32,Medium,Clear,7.26
SHP-00481,2025-08-10,East,Rail,Express,228,249.39,3.41,Medium,Clear,11.69
SHP-00482,2025-12-23,West,Road,Standard,2897,157.6,3.15,Medium,Storm,69.05
SHP-00483,2025-01-23,North,Air,Express,2531,122.47,2.13,Low,Storm,18.7
SHP-00484,2025-09-07,South,Rail,Standard,2010,332.15,4.09,Medium,Clear,37.34
SHP-00485,2025-01-10,West,Air,Standard,1523,75.32,1.22,Low,Clear,7.82
SHP-00486,2025-09-03,North,Road,Standard,842,592.47,1.82,Medium,Rain,27.07
SHP-00487,2025-11-21,East,Air,Standard,933,123.95,2.53,Medium,Clear,7.07
SHP-00488,2025-04-10,East,Air,Standard,2589,457.36,2.8,High,Rain,22.61
SHP-00489,2025-10-17,East,Road,Express,1262,394.6,4.22,Medium,Rain,25.04
SHP-00490,2025-06-29,North,Air,Standard,1651,303.96,4.51,High,Clear,14.33
SHP-00491,2025-08-11,South,Rail,Express,859,480.59,1.78,Low,Storm,19.7
SHP-00492,2025-09-07,West,Air,Standard,1010,106.31,7.96,Low,Storm,23.59
SHP-00493,2025-05-27,East,Road,Standard,469,460.67,4.06,Medium,Storm,27.33
SHP-00494,2025-04-06,North,Road,Standard,2746,448.39,9.41,Medium,Clear,62.0
SHP-00495,2025-09-14,West,Sea,Standard,1237,449.62,7.07,Low,Clear,48.31
SHP-00496,2025-11-21,North,Road,Standard,1328,344.61,2.17,Low,Clear,33.45
SHP-00497,2025-01-04,East,Air,Standard,2573,103.25,1.21,Medium,Clear,16.16
SHP-00498,2025-01-16,North,Rail,Standard,1490,183.09,0.98,Medium,Clear,24.14
SHP-00499,2025-10-07,West,Rail,Standard,2267,491.17,0.5,Medium,Clear,39.17
SHP-00500,2025-12-02,South,Road,Express,1390,186.9,3.71,Medium,Rain,33.54
SHP-00501,2025-09-04,South,Rail,Standard,2271,104.87,2.04,Low,Clear,35.43
SHP-00502,2025-09-15,North,Road,Standard,2567,877.99,4.68,High,Clear,61.6
SHP-00503,2025-06-09,South,Road,Standard,2442,49.81,2.12,Low,Clear,51.9
SHP-00504,2025-12-06,West,Road,Express,2542,164.27,1.76,Medium,Rain,54.42
SHP-00505,2025-06-01,West,Road,Express,1091,376.55,4.5,High,Clear,30.91
SHP-00506,2025-06-27,South,Sea,Standard,1143,928.17,10.85,High,Clear,53.88
SHP-00507,2025-06-12,South,Sea,Standard,1411,205.7,6.97,Medium,Storm,57.81
SHP-00508,2025-02-02,East,Road,Standard,2725,190.16,4.55,Medium,Clear,60.85
SHP-00509,2025-06-28,West,Air,Express,641,230.74,6.54,Medium,Clear,9.49
SHP-00510,2025-04-11,East,Road,Standard,576,106.65,4.25,Medium,Rain,21.07
SHP-00511,2025-09-25,South,Air,Standard,2553,80.29,0.5,Medium,Rain,21.52
SHP-00512,2025-11-19,South,Air,Standard,1342,458.4,5.09,Medium,Clear,9.35
SHP-00513,2025-03-06,East,Sea,Standard,1704,258.51,4.46,High,Storm,71.05
SHP-00514,2025-06-17,North,Road,Express,860,45.21,5.75,Low,Storm,25.66
SHP-00515,2025-11-26,East,Air,Standard,237,101.91,2.03,High,Clear,10.22
SHP-00516,2025-02-12,South,Road,Standard,1642,643.72,6.3,High,Clear,45.83
SHP-00517,2025-02-13,West,Sea,Standard,2808,546.46,1.31,Medium,Clear,83.86
SHP-00518,2025-10-12,North,Road,Express,578,127.33,3.54,Medium,Clear,13.91
SHP-00519,2025-01-12,East,Rail,Express,483,337.97,3.18,Medium,Clear,11.24
SHP-00520,2025-04-05,South,Air,Standard,2385,65.87,0.5,High,Rain,19.26
SHP-00521,2025-10-29,East,Air,Standard,1991,165.55,2.2,Low,Clear,11.62
SHP-00522,2025-09-10,North,Road,Express,2596,1253.39,4.41,Medium,Rain,62.19
SHP-00523,2025-08-30,East,Sea,Standard,1854,299.38,2.25,Medium,Clear,67.5
SHP-00524,2025-02-04,East,Road,Standard,352,169.12,7.53,High,Clear,16.24
SHP-00525,2025-08-03,East,Rail,Standard,136,227.21,3.72,High,Clear,16.71
SHP-00526,2025-12-03,East,Road,Express,2927,139.74,2.68,Medium,Clear,62.01
SHP-00527,2025-03-31,East,Road,Standard,487,68.06,6.32,Low,Clear,20.83
SHP-00528,2025-09-21,West,Rail,Express,2638,554.85,2.39,Medium,Rain,43.64
SHP-00529,2025-04-03,North,Road,Standard,1095,37.75,1.4,Low,Clear,24.78
SHP-00530,2025-03-31,West,Road,Standard,882,372.56,4.64,High,Clear,27.13
SHP-00531,2025-04-25,South,Road,Standard,846,207.63,1.2,Medium,Rain,23.83
SHP-00532,2025-04-15,North,Road,Standard,609,561.13,2.28,High,Clear,18.99
SHP-00533,2025-07-15,North,Air,Standard,811,210.78,3.3,Medium,Clear,11.15
SHP-00534,2025-11-10,South,Sea,Standard,1748,272.14,2.66,Medium,Clear,54.34
SHP-00535,2025-04-24,West,Road,Standard,2564,219.97,15.0,Low,Rain,64.4
SHP-00536,2025-03-16,East,Road,Express,1174,359.82,4.28,Medium,Clear,25.35
SHP-00537,2025-08-05,West,Road,Express,2772,104.9,2.98,Low,Clear,55.21
SHP-00538,2025-10-04,East,Road,Standard,734,162.1,2.07,Medium,Clear,20.1
SHP-00539,2025-09-06,South,Air,Standard,1214,540.82,4.04,Low,Storm,19.76
SHP-00540,2025-06-13,North,Rail,Standard,187,386.21,6.49,Medium,Clear,17.36
SHP-00541,2025-12-23,South,Road,Standard,627,300.97,0.86,Medium,Rain,25.76
SHP-00542,2025-07-11,South,Road,Express,759,272.84,3.97,Medium,Rain,15.1
SHP-00543,2025-08-15,North,Road,Standard,277,182.83,2.86,Low,Clear,9.45
SHP-00544,2025-06-26,North,Air,Standard,2378,202.44,5.26,Medium,Rain,19.27
SHP-00545,2025-04-09,East,Sea,Express,2781,300.1,3.33,Medium,Rain,89.79
SHP-00546,2025-02-05,East,Road,Standard,877,406.13,4.37,Medium,Clear,21.88
SHP-00547,2025-04-06,West,Road,Standard,480,299.79,9.78,Low,Clear,18.37
SHP-00548,2025-06-01,West,Sea,Standard,1113,399.86,5.37,High,Clear,46.12
SHP-00549,2025-05-31,East,Sea,Standard,1759,348.44,2.64,High,Clear,63.01
SHP-00550,2025-07-09,South,Road,Standard,1736,45.88,1.55,Low,Rain,40.93
SHP-00551,2025-08-12,East,Road,Express,1284,180.61,2.87,Medium,Clear,31.1
SHP-00552,2025-02-06,West,Road,Express,351,164.0,1.57,Medium,Clear,12.12
SHP-00553,2025-09-25,North,Rail,Standard,1159,74.44,3.53,Medium,Rain,27.9
SHP-00554,2025-07-02,South,Road,Express,1470,364.33,3.54,Low,Clear,32.1
SHP-00555,2025-01-13,West,Road,Standard,582,442.78,1.02,Low,Clear,18.81
SHP-00556,2025-10-06,South,Rail,Express,818,227.09,3.46,Low,Rain,11.9
SHP-00557,2025-08-05,East,Road,Standard,1988,87.75,8.04,Medium,Clear,53.94
SHP-00558,2025-12-21,East,Air,Express,1454,92.54,3.38,High,Rain,9.91
SHP-00559,2025-12-27,North,Road,Express,493,120.43,2.45,Medium,Clear,10.74
SHP-00560,2025-10-13,South,Road,Standard,309,157.61,5.11,High,Clear,18.51
SHP-00561,2025-09-30,South,Rail,Express,1588,175.24,2.91,Low,Clear,29.15
SHP-00562,2025-03-03,North,Road,Express,1381,246.86,3.07,Low,Clear,20.3
SHP-00563,2025-03-25,North,Sea,Express,2836,671.1,6.32,Medium,Storm,95.69
SHP-00564,2025-08-05,West,Rail,Standard,2893,344.77,1.66,Low,Storm,56.27
SHP-00565,2025-12-08,South,Road,Express,119,510.73,5.68,Medium,Rain,15.67
SHP-00566,2025-07-06,East,Air,Express,1527,119.67,0.98,Medium,Clear,7.91
SHP-00567,2025-01-19,South,Road,Standard,1512,144.1,10.46,Low,Storm,45.65
SHP-00568,2025-06-26,West,Sea,Express,1898,253.46,1.69,Medium,Rain,59.33
SHP-00569,2025-04-10,North,Road,Standard,530,304.92,3.43,Medium,Clear,17.49
SHP-00570,2025-08-21,South,Rail,Standard,1217,162.24,7.27,Medium,Rain,28.49
SHP-00571,2025-03-17,West,Road,Standard,2121,242.09,1.0,High,Clear,46.31
SHP-00572,2025-09-22,West,Road,Standard,2843,615.76,2.25,Low,Clear,60.41
SHP-00573,2025-10-11,North,Air,Standard,2942,166.64,5.4,High,Rain,25.5
SHP-00574,2025-07-25,West,Air,Standard,1248,178.04,0.71,Medium,Clear,12.73
SHP-00575,2025-08-11,South,Road,Express,2422,98.57,4.44,High,Clear,54.66
SHP-00576,2025-02-21,South,Road,Standard,1942,566.58,4.03,Low,Clear,46.29
SHP-00577,2025-12-05,North,Air,Standard,1744,45.07,0.62,Medium,Storm,20.98
SHP-00578,2025-05-24,North,Sea,Standard,1933,276.73,0.54,Medium,Clear,56.82
SHP-00579,2025-03-10,East,Road,Standard,1421,250.71,0.5,High,Clear,34.02
SHP-00580,2025-04-09,South,Rail,Express,847,134.88,3.91,Medium,Clear,18.04
SHP-00581,2025-01-25,South,Road,Standard,67,121.23,1.89,Medium,Clear,9.25
SHP-00582,2025-02-22,East,Sea,Express,93,161.14,0.92,High,Storm,14.58
SHP-00583,2025-05-31,West,Road,Standard,204,134.38,5.93,Medium,Clear,17.39
SHP-00584,2025-05-24,North,Road,Standard,916,113.9,7.62,Low,Clear,32.98
SHP-00585,2025-02-26,East,Air,Standard,792,239.53,7.33,Medium,Clear,16.06
SHP-00586,2025-02-08,North,Road,Standard,1901,126.67,3.44,Medium,Rain,45.59
SHP-00587,2025-04-19,East,Rail,Standard,1475,284.19,0.56,Medium,Clear,31.47
SHP-00588,2025-06-30,East,Road,Standard,274,333.7,0.88,Medium,Rain,9.54
SHP-00589,2025-02-11,West,Road,Standard,266,194.02,1.31,High,Clear,15.5
SHP-00590,2025-07-05,North,Road,Express,80,237.58,1.97,Medium,Clear,9.23
SHP-00591,2025-08-11,North,Rail,Standard,1942,563.89,7.21,Low,Storm,42.57
SHP-00592,2025-05-02,South,Road,Standard,1132,368.06,4.11,Low,Storm,31.54
SHP-00593,2025-05-13,North,Rail,Standard,1965,75.74,3.31,High,Storm,45.11
SHP-00594,2025-06-12,North,Air,Standard,947,431.9,3.55,Medium,Storm,18.28
SHP-00595,2025-08-03,West,Air,Express,494,771.37,5.72,High,Rain,12.67
SHP-00596,2025-08-09,North,Road,Standard,1308,414.27,5.5,Medium,Rain,42.82
SHP-00597,2025-08-23,South,Road,Standard,1180,232.54,3.28,Medium,Rain,31.33
SHP-00598,2025-11-27,East,Road,Express,1264,384.11,6.46,Medium,Clear,28.94
SHP-00599,2025-05-26,South,Road,Standard,2065,381.75,2.28,Low,Clear,44.55
SHP-00600,2025-08-27,West,Road,Standard,2627,437.95,5.29,Medium,Clear,61.41
SHP-00601,2025-03-17,North,Air,Standard,1986,201.05,6.35,Medium,Storm,23.74
SHP-00602,2025-01-09,South,Road,Standard,787,66.13,5.69,Medium,Clear,26.63
SHP-00603,2025-03-15,North,Road,Express,1752,172.41,1.51,High,Rain,38.63
SHP-00604,2025-09-10,North,Road,Express,923,279.55,2.78,High,Clear,29.75
SHP-00605,2025-08-18,West,Air,Express,615,534.71,0.67,High,Clear,11.34
SHP-00606,2025-01-07,North,Road,Standard,2068,403.04,1.12,High,Clear,51.19
SHP-00607,2025-06-23,East,Rail,Standard,1935,209.34,2.65,Medium,Clear,38.04
SHP-00608,2025-05-21,South,Road,Express,2173,238.13,3.4,Medium,Clear,48.39
SHP-00609,2025-06-17,South,Sea,Standard,596,25.62,4.09,High,Clear,27.02
SHP-00610,2025-06-19,West,Sea,Standard,2364,250.16,1.1,Medium,Rain,75.57
SHP-00611,2025-10-10,North,Road,Standard,366,90.91,2.92,Low,Clear,17.52
SHP-00612,2025-05-02,East,Road,Standard,1909,770.53,5.86,Medium,Clear,51.94
SHP-00613,2025-07-13,West,Road,Standard,74,94.73,3.8,Low,Clear,5.7
SHP-00614,2025-01-05,East,Road,Express,209,20.0,4.58,Medium,Rain,14.01
SHP-00615,2025-01-29,West,Air,Express,2693,148.96,3.4,Medium,Clear,13.76
